internship_id,Date,Time,profile,company,Location,Min Stipend,Max Stipend,Duration,Apply by Date,Education,Skills,Perks,Number of Skills,Number of Perks
2025WSHP0117,9/27/2025,22:21:09,Sales,Rankersgrid By Cognolabs,Hyderabad,7000,10000,9,22 October 2025,Unknown,"Attention to Detail, Collaboration, Coordination, Data Analysis, Leadership, MS-Office, MS-PowerPoint, Performance Monitoring",Certificate,8,1
2025WSHP0118,9/27/2025,21:42:22,Sales,Codeacious Technologies Private Limited,Noida,0,5000,26,9 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",3,4
2025WSHP0119,9/21/2025,15:18:16,Sales,Aadi Foundation,Work from home,2000,10000,13,14 October 2025,Unknown,"Content Marketing, Event Management, Facebook Ads","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",3,4
2025WSHP0120,9/27/2025,21:45:26,Others,High On Content,Delhi,0,2000,26,8 October 2025,Unknown,"Client Interaction, Effective Communication, English Proficiency (Spoken), Human Resources, Interpersonal skills, Management, Project Management","Certificate, Flexible, Letter Of Recommendation",7,3
2025WSHP0121,9/27/2025,20:12:32,Tech,Playto Labs,Bangalore,12000,15000,17,22 October 2025,Unknown,"Effective Communication, Lead Generation, Marketing, Sales",Unknown,4,0
2025WSHP0122,9/27/2025,20:36:59,Creative,Ambertag Analytics Private Limited,Bangalore,6000,8000,13,8 October 2025,Unknown,"Effective Communication, Leadership, MS-Excel","Certificate, 5 Days A Week",3,2
2025WSHP0123,9/21/2025,14:52:57,Sales,Bajrangi Welfare Federation,Work from home,0,0,17,19 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP0124,9/27/2025,23:17:30,Others,Tisteps Private Limited,Chennai,30000,40000,26,31 October 2025,Unknown,"C++ Programming, Digital Marketing, Market Analysis, Market research, Networking, Operations","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",6,4
2025WSHP0125,9/21/2025,15:11:45,Others,Axe Consultancy And Security Services LLC,Work from home,10000,20000,13,16 October 2025,Engineering,"Collaboration, Effective Communication, MS-Excel, MS-Office","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP0126,9/28/2025,9:50:25,Sales,RentAcross,Pune,27000,45000,26,15 October 2025,Unknown,"English Proficiency (Spoken), Hindi Proficiency (Spoken), Marathi Proficiency(Spoken)",Certificate,3,1
2025WSHP0127,9/27/2025,22:48:34,Creative,HDFC Capital Advisors Limited,Delhi,0,25000,13,16 October 2025,Professional,Digital Marketing Tools,"Certificate, Flexible, 5 Days A Week",1,3
2025WSHP0128,9/21/2025,15:19:54,Exclude,Unknown,Not Available,0,0,0,Unknown,Unknown,Unknown,Unknown,0,0
2025WSHP0129,9/21/2025,16:10:44,Exclude,Unknown,Not Available,0,0,0,Unknown,Unknown,Unknown,Unknown,0,0
2025WSHP0130,9/21/2025,15:16:48,Exclude,Edculcate India Private Limited,Work from home,0,0,9,15 October 2025,Unknown,"Community Management, Digital Marketing, Effective Communication, Event Management, Interpersonal skills, Social Media Marketing","Certificate, Flexible",6,2
2025WSHP0131,9/27/2025,23:01:25,Creative,Balloon Blushh Events,Mumbai,20000,40000,26,5 October 2025,Unknown,"Adobe Illustrator, Adobe Photoshop, CorelDRAW, Video Editing",Flexible,4,1
2025WSHP0132,9/27/2025,22:06:03,Creative,Virtual Studio Private Limited,Delhi,6000,15000,13,15 October 2025,Unknown,"Canva, ChatGPT, Content Marketing, Creative Writing, English Proficiency (Spoken), Influencer Marketing, Instagram Marketing, Photography","Certificate, Letter Of Recommendation",8,2
2025WSHP0133,9/21/2025,15:02:18,Creative,Rocketsdr AI ( Y-combinator Backed),Work from home,6000,40000,13,19 October 2025,Post-Graduate,"ChatGPT, Email Marketing","Certificate, Flexible, 5 Days A Week",2,3
2025WSHP0134,9/27/2025,22:34:10,Tech,Elovient Software Solutions,Mumbai,15000,25000,26,26 October 2025,Post-Graduate,"Agile Methodology, Canva, English Proficiency (Spoken), English Proficiency (Written), Figma, Google Docs, MS-Office, Project Management","Certificate, Letter Of Recommendation",8,2
2025WSHP0135,9/27/2025,22:15:11,Creative,EvolSkills,Hyderabad,5000,10000,4,15 October 2025,Unknown,"Canva, Effective Communication, Figma, Web Design, Wireframing",Certificate,5,1
2025WSHP0136,9/21/2025,16:09:46,Sales,Sanyukt Organisation,Work from home,0,0,13,Unknown,Professional,"Effective Communication, Google Docs, Google Sheets, Leadership, MS-Office, Problem Solving, Program Management, Team Management","Certificate, Flexible, Letter Of Recommendation",8,3
2025WSHP0137,9/21/2025,15:27:21,Sales,CapitalCORN,Work from home,5000,10000,26,10 October 2025,Other,"English Proficiency (Spoken), HR Operations, Human Resources, MS-Excel, MS-Office, Recruitment","Certificate, Mentorship",6,2
2025WSHP0138,9/27/2025,23:01:45,Creative,Padmanabhan,Mumbai,8000,10000,26,5 October 2025,Unknown,"Branding, Content Editing, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation",3,3
2025WSHP0139,9/21/2025,15:55:08,Tech,ShopBraze,Work from home,7000,10000,26,1 October 2025,Unknown,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP0140,9/21/2025,15:51:34,Creative,Pawzz,Work from home,1500,15000,3,3 October 2025,Unknown,"Advanced Excel, Business Analysis, Business Research, Data Analytics, Digital Marketing, Effective Communication, English Proficiency (Spoken), English Proficiency (Written)","Certificate, Flexible, Letter Of Recommendation",8,3
2025WSHP0141,9/21/2025,15:53:53,Creative,Motolytics,Work from home,2000,5000,9,2 October 2025,Unknown,"English Proficiency (Written), LinkedIn Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",2,4
2025WSHP0142,9/27/2025,22:52:37,Sales,Urja Talents,Mumbai,8000,12000,26,12 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word","Certificate, Letter Of Recommendation",5,2
2025WSHP0143,9/28/2025,10:04:07,Creative,Studio Monique Designs,Pune,5000,10000,26,10 October 2025,Unknown,"Adobe Illustrator, Figma, KeyShot","Certificate, Flexible, Letter Of Recommendation, Mentorship, 5 Days A Week",3,5
2025WSHP0144,9/27/2025,23:01:58,Creative,Montran Corporation,Mumbai,10000,12000,26,4 October 2025,Professional,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",5,4
2025WSHP0145,9/21/2025,14:38:07,Creative,Social Shor,Jaipur,5000,8000,26,12 October 2025,Unknown,"Content Editing, Content Writing, Digital Marketing, Instagram Marketing, Photography, Social Media Marketing","Certificate, Letter Of Recommendation, 5 Days A Week",6,3
2025WSHP0146,9/27/2025,22:46:56,Creative,Namastu Enterprises,Mumbai,15000,20000,26,17 October 2025,Unknown,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written)","Certificate, Flexible, Letter Of Recommendation, Mentorship",3,4
2025WSHP0147,9/21/2025,15:28:32,Others,Amanat Foundation,Work from home,0,0,13,10 October 2025,Unknown,"Legal Drafting, Legal Research, Legal Writing, Statutory compliances","Certificate, Flexible, Letter Of Recommendation",4,3
2025WSHP0148,9/27/2025,20:57:40,Others,YuDash Systems Private Limited,Delhi,11000,16000,26,27 October 2025,Other,"Arduino, ARM Microcontroller, C Programming, Embedded Systems, Python, Raspberry Pi",Letter Of Recommendation,6,1
2025WSHP0149,9/21/2025,15:12:49,Tech,Innovexis,Work from home,15000,25000,13,16 October 2025,Unknown,"Data Analytics, Data Science, MS-Excel, Power BI, Python, SQL","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",6,4
2025WSHP0150,9/28/2025,10:01:33,Creative,SlideUpLift,Pune,5000,15000,26,3 October 2025,Other,"Blogging, Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Optimization (SEO), Social Media Marketing","Certificate, Letter Of Recommendation, 5 Days A Week",7,3
2025WSHP0151,9/21/2025,16:17:55,Tech,Trigrexam,Work from home,4500,7000,9,5 October 2025,Unknown,"Artificial intelligence, Artificial Intelligence Markup Language (AIML), Computer skills, Effective Communication, Mentorship, PyTorch, Teaching","Certificate, Flexible, Letter Of Recommendation, Mentorship",7,4
2025WSHP0152,9/27/2025,22:36:38,Sales,Shreeji Events,Mumbai,3100,6500,26,24 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint","Certificate, Flexible, Letter Of Recommendation",5,3
2025WSHP0153,9/27/2025,20:19:46,Others,Apvanam Solution,Delhi,10700,17000,26,25 October 2025,Unknown,"Effective Communication, Marketing, Sales, Time Management","Certificate, Letter Of Recommendation",4,2
2025WSHP0154,9/27/2025,21:48:09,Others,Unimonks,Delhi,4500,12000,13,8 October 2025,Unknown,"Content Management, Content Writing",Certificate,2,1
2025WSHP0155,9/27/2025,22:58:42,Creative,EvolveNow Media,Mumbai,0,14000,13,8 October 2025,Unknown,"Canva, Creative Writing, Instagram Marketing, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP0156,9/27/2025,22:19:45,Sales,Swipe,Hyderabad,15000,20000,9,Unknown,Unknown,"Effective Communication, Interpersonal skills, Negotiations, Sales","Certificate, Letter Of Recommendation",4,2
2025WSHP0157,9/27/2025,21:35:51,Sales,Divy Power Private Limited,Ghaziabad,5000,6000,4,12 October 2025,Unknown,"Community Management, Computational Neuroscience, Effective Communication, English Proficiency (Spoken), Presentation skills, Public Speaking","Certificate, Letter Of Recommendation",6,2
2025WSHP0158,9/27/2025,21:52:40,Creative,PTC Engineering India Private Limited,Ghaziabad,5000,8000,9,4 October 2025,Unknown,"Video Editing, Video Making",Letter Of Recommendation,2,1
2025WSHP0159,9/27/2025,21:26:28,Others,SSDA,Delhi,8000,10000,26,16 October 2025,Unknown,"Adobe Photoshop, AutoCAD, Google SketchUp, MS-Office",Certificate,4,1
2025WSHP0160,9/28/2025,9:56:08,Others,Paloma’s Bakery,Pune,5000,12000,26,18 October 2025,Unknown,Culinary Arts,"Flexible, Letter Of Recommendation",1,2
2025WSHP0161,9/21/2025,15:51:21,Others,BRnD GuRU Ltd.,Work from home,0,5000,26,3 October 2025,Graduate,"B2B Sales, Digital Advertising, Digital Marketing, Digital Marketing Tools, Facebook Ads, Google AdWords, LinkedIn Ads, Marketing Automation","Certificate, Letter Of Recommendation",8,2
2025WSHP0162,9/27/2025,20:56:58,Others,Caarya,Bhubaneswar,8000,15000,9,22 October 2025,Other,"Client Relationship Management (CRM), Cold Calling, Effective Communication, Email Marketing, English Proficiency (Spoken), Google Sheets, Hindi Proficiency (Spoken), Interpersonal skills","Certificate, Flexible, Letter Of Recommendation, Mentorship",8,4
2025WSHP0163,9/21/2025,16:10:14,Creative,SML FSH Limited,Work from home,0,0,13,Unknown,Unknown,"Email Management, English Proficiency (Spoken), Research and Analytics, Social Media Marketing",Unknown,4,0
2025WSHP0164,9/27/2025,20:37:55,Creative,YuGen Spices Private Limited,Bangalore,7000,18000,13,6 October 2025,Unknown,"English Proficiency (Spoken), MS-Excel, MS-Office, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP0165,9/21/2025,15:58:52,Creative,Eduminatti,Work from home,5000,10000,9,Unknown,Unknown,Figma,"Certificate, Letter Of Recommendation",1,2
2025WSHP0166,9/21/2025,15:02:11,Tech,Shiplee,Work from home,3000,4500,13,17 October 2025,Unknown,"JSON, Laravel, Node.js, PHP, REST API, web3.js, Web Services","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",7,4
2025WSHP0167,9/21/2025,15:43:15,Creative,Helpdesk AI,Work from home,4000,5000,9,5 October 2025,Unknown,"Effective Communication, Generative AI Tools, Sales","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",3,4
2025WSHP0168,9/27/2025,20:15:09,Others,Tomorrowland Apparels Private Limited,Hyderabad,9000,10000,13,24 October 2025,Unknown,Fashion Styling,Unknown,1,0
2025WSHP0169,9/27/2025,20:22:41,Sales,Cars24 Services Private Limited,Chennai,10000,20000,13,22 October 2025,Graduate,"Client Interaction, Effective Communication, Presentation skills, Problem Solving, Sales","Certificate, Letter Of Recommendation",5,2
2025WSHP0170,9/21/2025,15:34:24,Tech,Nirmal Foodghar,Work from home,5000,7000,9,8 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), Lead Generation, Marketing, Sales","Certificate, Flexible, 5 Days A Week",5,3
2025WSHP0171,9/27/2025,21:36:46,Creative,The Drip Co,Noida,10000,15000,13,12 October 2025,Unknown,"Adobe Illustrator, Adobe Photoshop, Adobe Photoshop Lightroom CC, Video Editing","Certificate, Letter Of Recommendation",4,2
2025WSHP0172,9/27/2025,23:16:38,Tech,Tisteps Private Limited,Chennai,20000,35000,26,5 November 2025,Unknown,"AutoCAD, Document Management, Mathematics, MS-Excel, Physics, Planning","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",6,4
2025WSHP0173,9/27/2025,21:57:29,Others,VISTA MY TRIP PVT LTD,Faridabad,3000,20000,17,10 October 2025,Unknown,"Digital Marketing, Effective Communication, Travel Itinerary Making","Certificate, Flexible, Letter Of Recommendation",3,3
2025WSHP0174,9/27/2025,22:38:34,Tech,Vasujaval Plastics,Mumbai,10000,14000,13,22 October 2025,Unknown,"B2B Sales, Business Development, Cold Calling, Email Marketing, English Proficiency (Spoken), Lead Generation, MS-Excel, Sales","Certificate, Letter Of Recommendation",8,2
2025WSHP0175,9/21/2025,15:49:17,Creative,KC Digital Consultants,Work from home,0,1500,9,3 October 2025,Unknown,"ChatGPT, Content Writing, Creative Thinking, Creative Writing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP0176,9/21/2025,14:54:06,Tech,Satyajan Energy Solutions Private Limited,Work from home,3000,6000,13,19 October 2025,Unknown,"Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Effective Communication, Figma, Written Communication","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",6,4
2025WSHP0177,9/21/2025,16:09:27,Creative,Madhav Sarees,Work from home,4000,7000,9,Unknown,Other,"Adobe Photoshop, Canva, Content Writing, Social Media Marketing, Video Editing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",5,4
2025WSHP0178,9/27/2025,21:12:39,Creative,Dr Prasun Chatterjee,Gurgaon,10000,15000,26,22 October 2025,Post-Graduate,"CMS (Content Management System), Content Editing, Social Media Marketing",Letter Of Recommendation,3,1
2025WSHP0179,9/21/2025,15:21:13,Tech,Nutrachoco,Work from home,13000,15000,13,12 October 2025,Unknown,"Apache Kafka, FastAPI, LangChain, MongoDB, PostgreSQL, Python, Python Libraries, PyTorch","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",8,4
2025WSHP0180,9/21/2025,15:39:47,Sales,Rigion IT Solutions,Work from home,5000,25000,13,7 October 2025,Unknown,"Effective Communication, Lead Generation, Management, Presentation skills, Sales, Sales Strategy","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",6,4
2025WSHP0181,9/27/2025,21:42:45,Creative,AMS Signs Company,Delhi,5000,10000,9,9 October 2025,Unknown,"Adobe Illustrator, Adobe Photoshop, CorelDRAW",Certificate,3,1
2025WSHP0182,9/21/2025,15:59:47,Tech,Axe Consultancy And Security Services LLC,Work from home,20000,50000,26,Unknown,Unknown,"Android, Firebase, Java, Kotlin, REST API, XML","Certificate, Flexible, Letter Of Recommendation",6,3
2025WSHP0183,9/27/2025,22:11:10,Creative,Clientcarex AI Private Limited,Hyderabad,9000,14000,26,26 October 2025,Unknown,"Creative Writing, Search Engine Optimization (SEO), Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",3,4
2025WSHP0184,9/27/2025,22:57:03,Others,Medius Technologies Private Limited,Thane,9500,10000,26,9 October 2025,Unknown,"English Proficiency (Spoken), Hindi Proficiency (Spoken)","Certificate, Letter Of Recommendation",2,2
2025WSHP0185,9/27/2025,20:47:20,Others,Myntra,Bangalore,0,0,26,1 December 2025,Unknown,"Advanced Excel, Data Analytics, Power BI, Problem Solving, Python, SQL",Unknown,6,0
2025WSHP0186,9/27/2025,21:05:02,Creative,Foodsure,Noida,8000,10000,26,25 October 2025,Unknown,"Blogging, Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Optimization (SEO), Social Media Marketing",Unknown,7,0
2025WSHP0187,9/21/2025,14:37:46,Creative,EMIAC,Jaipur,5000,6000,26,20 October 2025,Unknown,"English Proficiency (Spoken), Influencer Marketing","Certificate, Letter Of Recommendation",2,2
2025WSHP0188,9/27/2025,21:18:20,Creative,Hoppinn,Delhi,5000,10000,13,18 October 2025,Post-Graduate,"Anchoring, Content Editing, Content Marketing, Content Writing, Effective Communication, Interpersonal skills, Marketing, Marketing Strategies","Certificate, Flexible, Letter Of Recommendation",8,3
2025WSHP0189,9/27/2025,20:48:09,Sales,Indo European Educational Services Private Limited,Delhi,8000,10000,26,11 October 2025,Post-Graduate,"English Proficiency (Spoken), MS-Excel","Certificate, Letter Of Recommendation",2,2
2025WSHP0190,9/27/2025,21:59:27,Sales,ExpressEarth Digital Services Private Limited,Gurgaon,8000,15000,13,1 October 2025,Unknown,"Effective Communication, English Proficiency (Spoken), Interpersonal skills, Lead Generation, MS-Excel, Sales","Certificate, 5 Days A Week",6,2
